beijing,chengdu,guiyang,hangzhou,harbin,hefei,kunming,lanzhou,meixian,nanchang,pingyao,shanghai,shantou,taibei,taiyuan,tianjin,wenzhou,wuhan,wulumuqi,xian,xianggang,xiangtan,xining
i piar t͡sou i piar liɑu,i pian t͡səu i pian pai,iɛ t͡səu iɛ ian iɛ su iɛ to,ɦyəʔ t͡sei ɦyəʔ ʔyõ ɦyəʔ sɥəʔ ɦyəʔ to,yɛ t͡sou yɛ yan yɛ ʂuo yɛ tuo,iəʔ piɪ̃ t͡sɯ iəʔ piɪ̃ t͡ɕiɑ̃,iɛ t͡səu iɛ iɛ̃ iɛ ʂo iɛ to,i miɛ̃n t͡sou tʂə li i miɛ̃n fə tʂə li,it pien haŋ it pien koŋ,yɵʔ t͡sɛu yɵʔ yɵn yɵʔ uɑ yɵʔ to,yʌʔ t͡səu yʌʔ yɤ yʌʔ suʌʔ yʌʔ tei,iɪʔ mi t͡sɤ iɪʔ mi kɑ̃,t͡sʰiau kiã t͡sʰiau tã,lu kiã lu hŋ lu kɔŋ lu t͡se,yəʔ t͡səu yəʔ ye yəʔ suaʔ yəʔ tɤ,i piar t͡sou i piar ʂuo,jy t͡sau jy jy jy kuɔ jy tɤu,ye t͡səu ye yɛn ye suo ye tuo,yɤ tɤu yɤu yan yɤ fɤ yɤ tuɤ,suã t͡sou suã ʂɤ,jyt haŋ jyt jyn jyt kɔŋ jyt tɔ,piẽ t͡səɯ piẽ kɔn,yu t͡sɯ yu yã yu fɔ yu tu
yɛ t͡sou yɛyan yɛ liau yɛ yɛ tuo,ye t͡səu ye yan ye pai ye to,pa a ko toŋ ɕi la kei ŋo,pəʔ nɑ koʔ toŋ ɕi do pəʔ ŋo,pa nei kɤ tuŋ ɕi na kei uo,yɐʔ t͡sɯ yɐʔ yɪ̃ yɐʔ t͡ɕiɑ̃ yɐʔ tʊ,æ nə kə toŋ ɕi nA kə o,yə t͡sou yə yɛ̃n lɔ yə fə yə tuə lɔ,iat t͡seu iat ian iat koŋ iat to,pɑ he t͡sɑʔ tuŋ ɕi lɑʔ tɛʔ ŋo,pɑ uʌʔ xuæ tuŋ sei t͡ɕy ŋiɤ xei kuei læ,ɦyɪʔ t͡sɤ ɦyɪʔ ɦyp ɦyɪʔ kɑ̃ ɦyɪʔ tu,zu kiã zu hŋ zu tã zu t͡soi,ka hit le bĩʔ kiã tʰeʔ ho gua,pa vai tuəŋ ɕi xɤ kei ɣɤ,ye t͡sou ye yan ye suo ye tuo,de he kai mø zɹ̩ to ha ŋ̩,pa na kuo toŋ ɕi pa ŋuo,pa ɲei kɤ tuŋ ɕi kei vɤ,yɛ t͡sou yɛ yã yɛ ʂɤ yɛ tuo,t͡sœŋ kɔ kɔ jɛ lɔ pei ŋɔ,yæ t͡səɯ yæ yẽ yæ kɔn yæ to,pa nɛ kɔ tuə̃ ɕj kɨ nɔ t͡ɕi kɨ kɔ
pai nei tuŋ ɕi na kei uo,pa na ko toŋ ɕi na ke ŋo,iəu ɕiɛ ti faŋ pa tʰai iaŋ t͡ɕiao t͡su zɹ̩ tʰəu,ʔiø tiəʔ di fɑŋ pəʔ tʰɤ ɦiɑŋ t͡ɕiɔ zəʔ dei,iou ɕiɛ ti faŋ kuan tʰai iaŋ t͡ɕiau ʐɻ̩ tʰou,pa la kə təŋ sɹ̩ t͡sə t͡sɹ̩ ke ʊ,iəu ɕiɛ ti fÃ̃ æ tʰæ iÃ t͡ɕiɔ ʐə tʰəu,t͡ɕia pa lɛ kə tũn ɕi kɯ və t͡ɕʰy kɯ i xa ʂa,pa ke t͡sak tuŋ si na pun ŋai,iu ɕiɛʔ tʰi foŋ t͡ɕiɛu tʰai iɔŋ t͡su ɲiʔ tʰɛu,iəu ɕiɤ ti xuə xuə pɑ tʰæ iɑŋ xuɑŋ ʐʌʔ təu iɤ,ne i mi gəʔ məʔ zɹ̩ pəʔ ŋo,hɯ kai muẽʔ kʰioʔ puŋ ua,u e so t͡sai ka tʰai iɔŋ kio t͡sue lit tʰau,iəu ɕiar ti fɒ̃ pa iɒ̃ pʰɤ t͡ɕiau zəʔ tʰəu,pɑ nei van iər ti kei uo,jau le dei huɔ de tʰa ji t͡ɕiɛ ɲi dɤu,ieu ɕie ti faŋ pa tʰai iaŋ t͡ɕiau ɯ tʰəu,iɤu ti ti faŋ pa tʰai iɑŋ t͡ɕiɔ ʐɻ̩ tʰɤu,pa uo tuŋ ɕi kei ŋɤ,jɐu ti tei fɔŋ t͡sœŋ tʰai jœŋ kiu t͡sou jɐt tʰɐu,pɒ nɒ tʂɒ tən si nɒ pɒ ŋo,iɯ ɕi t͡sɹ̩ fɔ̃ pa tʰɛ iɔ̃ t͡ɕiɔ ʐɛ tʰɯ ɛ tʂɛ
iou ɕiɛ kə ti t͡ɕiɛr kuan tʰai iɑŋ t͡ɕiɑu ʐɻ̩ tʰou,iəu ni ti faŋ pa tʰai iaŋ t͡ɕiau t͡so zɹ̩ tʰəu,li kuei ɕin ŋo ɕin uaŋ,ni kui ɕin ŋo ɕin ɦuɑŋ,ni kuei ɕiŋ uo mian kuei ɕiŋ uaŋ,iɯ sɹ̩ t͡sɹ̩ fɑ̃ pa tʰɤ iɑ̃ t͡ɕiɔ ʐəʔ tʰɯ,ni kuei ɕĩ o ɕĩ uÃ,iou ɕiə ti fɑ̃ pa tʰɛ iɑ̃ t͡ɕiɔ ʐɻ̩ tʰou,iu teu tʰi foŋ pa tʰai ioŋ ham t͡so ŋit tʰeu,n̩ kui ɕiɑŋ ŋo ɕiɑŋ uɔŋ,n̩ ɕiŋ ʂəŋ liʌʔ ŋiɤ ɕiŋ uə,ɦiɤ t͡soŋ di fɑ̃ ne tʰa ɦiã t͡ɕiɔ ɲiɪʔ dɤ,u laŋ lo ti hŋ liaʔ t͡sia tʰai iaŋ kio t͡so zik tʰau,li kui sẽ gua sĩ oŋ,ni kuei ɕiəŋ ɣɤ ɕiəŋ vɒ̃,iou ɕie ti t͡ɕier pɑ tʰai iɑŋ t͡ɕiɑu ʐɻ̩ tʰou,ɲi t͡ɕy seŋ a ŋ̩ seŋ jyɔ,ni t͡ɕia kuei ɕin ŋuo ɕin uaŋ,ɲi kuei ɕiŋ vɤ ɕiŋ vɑŋ,iou ɕiɛ ti faŋ pa tʰai iaŋ t͡ɕiau ər tʰou,nei kwɐi siŋ ŋɔ siŋ wɔŋ,iəɯ ti tɔn ʂɔn t͡ɕiaɯ ian t͡səɯ i dəɯ,ɲi ɕiə̃ sa nɔ ɕiə̃ uɔ̃
nin kuei ɕiŋ uo ɕiŋ uɑŋ,ɲi kuei ɕin ŋo ɕin uaŋ,li ɕin uaŋ ŋo iɛ sɹ̩ ɕin uaŋ ŋo men liaŋ ko təu ɕin uaŋ,ni ɕin ɦuɑŋ ŋo ɦɑ ɕin ɦuɑŋ ŋo men dɑ t͡ɕiɑ tu ɕin ɦuɑŋ,ni ɕiŋ uaŋ uo iɛ ɕiŋ uaŋ t͡san lia ʂɻ̩ i t͡ɕia t͡sɹ̩,li kue ɕin ʊ ɕin uɑ̃,ni ɕĩ uÃ o iɛ ɕĩ uÃ o mə̃ liÃ kə tu ɕĩ uÃ,ɲi ɕin sa və ɕĩn vɑ̃,n̩ kui siaŋ ŋa ŋai siaŋ voŋ,n̩ ɕiɑŋ uɔŋ ŋo ɑ ɕiɑŋ uɔŋ ŋo mɨn liɔŋ ko ɲin tu ɕiɑŋ uɔŋ,n̩ ɕiŋ uə ŋiɤ iɤ ɕiŋ uə t͡sɑ liɑŋ xuæ ʐəŋ tei ɕiŋ uə,noŋ kue ɕiŋ ŋo ɕiŋ ɦuɑ̃,lɯ kui sẽ ua sẽ heŋ,li sĩ oŋ gua bã sĩ oŋ lan lŋ e laŋ loŋ sĩ oŋ,ni ɕiəŋ vɒ̃ ɣɤ ie ɕiəŋ vɒ̃ t͡sa lia kɤ təu ɕiəŋ vɒ̃,ni lə kuei ɕiŋ uo ɕiŋ vɑŋ,ɲi seŋ jyɔ ŋ̩ ɦa seŋ jyɔ ŋuɔ ɲi liɛ kai o seŋ jyɔ,ni ɕin uaŋ ŋuo ie ɕin uaŋ ŋuo mən niaŋ kuo təu ɕin uaŋ,ɲi ɕiŋ vɑŋ vɤ iɤ ɕiŋ vɑŋ t͡sa mɤŋ liɑŋ kɤ tɤu ɕiŋ vɑŋ,ni kuei ɕiŋ ŋɤ ɕiŋ uaŋ,nei siŋ wɔŋ ŋɔ jik siŋ wɔŋ ŋɔ tei lœŋ kɔ tou siŋ wɔŋ,n̩ nən kɒ kuəi sin ŋo sin uɔn,ɲi ɕiə̃ uɔ̃ nɔ i ɕiə̃ uɔ̃ nɔ lia j kua ɕiə̃ uɔ̃
ni ɕiŋ uɑŋ uo iɛ ɕiŋ uɑŋ t͡sam lia tou ɕiŋ uɑŋ,ɲi ɕin uaŋ ŋo ie ɕin uaŋ ŋo mən niaŋ ko təu ɕin uaŋ,li ɕian kʰi tao xa ŋo men ten i xa xa t͡sai kʰɛ,ni ɕiɤ̃ t͡ɕʰi ŋo men ten ʔiəʔ ɕiəʔ əl t͡sɤ t͡ɕʰi,ni ɕian t͡ɕʰy pa uo mən təŋ i xuər t͡sai t͡ɕʰy,li ɕin uɑ̃ ʊ iɤ ɕin uɑ̃ ʊ liɑ̃ kə tɯ ɕin uɑ̃,ni t͡ɕʰiɛ̃ kʰə mA o mə̃ tə̃ i xA t͡sæ kʰə,ɲi ɕĩn vɑ̃ və iə ɕĩn vɑ̃ və mə̃n liɑ̃ kə ʐə̃n tou ɕĩn vɑ̃,n̩ siaŋ voŋ ŋai ia siaŋ voŋ ŋai lioŋ ke ŋin tu siaŋ voŋ,n̩ piɛn t͡ɕʰie lo ŋo ko li tɛn ɑ t͡sɹ̩ t͡sai t͡ɕʰie,n̩ ɕiɤ t͡ɕʰy uɑ ŋʌʔ məŋ təŋ təŋ t͡sæ t͡ɕʰy,noŋ ɕiŋ ɦuɑ̃ ŋo ɦa ɕiŋ ɦuɑ̃ aʔ la liã ka dɤ ze ɕiŋ ɦuɑ̃,lɯ sẽ heŋ ua a sẽ heŋ naŋ nõ naŋ loŋ sẽ heŋ,li siŋ kʰi a gun sio tan le t͡siaʔ kʰi,ni ɕie t͡ɕʰy va ɣã məŋ təŋ iəʔ t͡səŋ t͡səŋ t͡sai t͡ɕʰy,ni ɕiŋ vɑŋ uo ie ɕiŋ vɑŋ t͡san liɑ tou ɕiŋ vɑŋ,ɲi t͡sau ei ɕi ŋ̩ le taŋ o ŋ̩ t͡se t͡sau,ni ɕiɛn kʰɯ pa ŋuo mən tən i xar t͡sai kʰɯ,ɲi ɕian t͡ɕʰi vɤ mɤŋ tɤŋ i xa t͡sai t͡ɕʰi,ni ɕiŋ uaŋ ŋɤ iɛ ɕiŋ uaŋ t͡sai lia sɹ̩ i t͡ɕia t͡sɹ̩,nei høy sin la ŋɔ tɐŋ jɐt t͡sɐn sin høy,ɲi iɒ sin uɔn ŋo iɒ sin uɔn ŋo in nian ko in təɯ sin uɔn,ɲi ɕiã t͡ɕʰj sa nɔ mə̃ tə̃ j kua liɔ t͡sɛ t͡ɕʰj
ni ɕian t͡ɕʰy pa uom tai xuər t͡sai t͡ɕʰy,ɲi ɕian t͡ɕʰie ma ŋo mən tən xər t͡ɕiəu nai,li t͡sʰɹ̩ ian pu t͡sʰɹ̩,ni ɕiɑŋ ʔiɤ̃ t͡ɕʰioʔ pəʔ t͡ɕʰioʔ,ni tʂʰou pu tʂʰou ian,li t͡ɕʰiɪ̃ t͡sʰɥ pa ʊ mən tən iəʔ ʂɐʔ t͡sə t͡sɤ t͡sʰɥ,ni kə t͡sA iɛ̃,ɲi ɕiɛ̃n t͡ɕʰi ʂa və mə̃n tə̃n i xa lɔ t͡sɛ t͡ɕʰi,n̩ t͡so n̩ sien hi ŋai ten ŋin ten it ha t͡saŋ hi,n̩ t͡ɕʰiɑʔ iɛn po,n̩ tʂʰʌʔ pʌʔ tʂʰʌʔ iɤ,noŋ ɕi t͡ɕʰi vaʔ aʔ la təŋ tʰəʔ iɪʔ ɕiɪʔ t͡se t͡ɕʰi,lɯ sõi kʰɯ uaŋ taŋ e t͡siã lai kʰɯ,li u t͡siaʔ hun bo,ni t͡sʰəʔ ie lɤ pəʔ,ni t͡ɕʰian t͡ɕʰy pɑ uo mən tai xuər t͡sai t͡ɕʰy,ɕi ji ɲi t͡sʰɹ̩ a fu,ni t͡ɕʰi pu t͡ɕʰi iɛn,ɲi ian tʂʰɤu pu tʂʰu,ni ɕiã t͡ɕʰi ŋai ti təŋ i xa t͡sai t͡ɕʰi,nei sik m sik jin,ɲi siẽ t͡ɕʰie no ŋo in ko i kæ dʑi t͡sai t͡ɕʰie,ɲi iã tʂʰɻ̩ l̩ pɔ̃
ni tʂʰou ian pu tʂʰou,ɲi t͡sʰɹ̩ pu t͡sʰɹ̩ ian,li zen tɛ a ko zen pu,nɑ koʔ lɔ kuõ ni zen pəʔ zen səʔ,ni ʐən pu ʐən ti nei kɤ ʐən,li kʰə t͡ɕʰiəʔ iɪ̃,ni kə ʐə̃ tə nə kə ʐə̃,iɛ̃n ɲi tʂʰou li ma pu tʂʰou,n̩ sət ian mo,n̩ ɲin tɛʔ he ko ɲin po,n̩ ʐəŋ tiʌʔ uʌʔ xuæ ʐəŋ pʌʔ ʐəŋ tiʌʔ,noŋ ɕiã i t͡ɕʰiɪʔ vaʔ,lɯ kʰaʔ u t͡siaʔ huŋ,lu u siʔ sai hit le laŋ bo,ni zəŋ tiəʔ vai zəŋ lɤ pəʔ,ni t͡sʰou ian mɑ,he kai naŋ ɲi sei a fu,ni zən pu zən tɤ na kuo zən,ɲi ʐɤŋ tei nei kɤ ʐɤŋ ɲi ma,ni tʂʰɻ̩ iã pu,nei jiŋ m jiŋ tɐk kɔ kɔ jɐn,ɲi t͡ɕʰiɒ iẽ pu,nɛ kɔ ʐə̃ ɲi ʐə ti l̩ pɔ̃
ni ʐən tə nei kə ʐən pu ʐən tə,ɲi zən pu zən te tau na ko zən,,,,li kʰə ʐən tɐʔ la kə ʐən,,lɛ kə ʐə̃n ɲi ʐə̃n tə ʐə̃n pu tə,n̩ sət tet ke t͡sak ŋin mo,,,noŋ ɲiŋ təʔ e mi ɦəʔ ɲiŋ vaʔ,lɯ kʰaʔ oi pak hɯ kai muẽʔ,,,ni in ti pu in ti nei kə ʐən,,,,uo ʐẽ ni ʐẽ tei tei,,ɲi in tæ nɒ tʂɒ in pu,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
